,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,82.0,82.0,82.0,82.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181173,0.818827,0.31882699999999997,0.681173,0.681173,0.31882699999999997,0.818827,0.181173,0.193729,0.806271,0.30627099999999996,0.693729,0.693729,0.30627099999999996,0.806271,0.193729,0.25,0.75,0.75,0.25,0.077971,0.922029,0.422029,0.577971,0.577971,0.422029,0.922029,0.077971,0.160384,0.839616,0.33961600000000003,0.660384,0.660384,0.33961600000000003,0.839616,0.160384,0.181852,0.818148,0.318148,0.681852,0.681852,0.318148,0.818148,0.181852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.500729,0.499271,0.999271,0.0007289999999999797,0.499271,0.500729,0.0007289999999999797,0.999271,0.60171,0.39829000000000003,0.89829,0.10170999999999997,0.39829000000000003,0.60171,0.10170999999999997,0.89829,0.25,0.75,0.75,0.25,0.124644,0.875356,0.375356,0.624644,0.875356,0.124644,0.624644,0.375356,0.623475,0.376525,0.876525,0.123475,0.376525,0.623475,0.123475,0.876525,0.553189,0.44681099999999996,0.946811,0.05318900000000015,0.44681099999999996,0.553189,0.05318900000000015,0.946811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.849585,0.15041499999999997,0.849585,0.15041499999999997,0.650415,0.34958500000000003,0.650415,0.34958500000000003,0.584056,0.415944,0.584056,0.415944,0.915944,0.08405599999999991,0.915944,0.08405599999999991,0.05941,0.94059,0.44059,0.55941,0.910561,0.08943900000000005,0.910561,0.08943900000000005,0.589439,0.41056099999999995,0.589439,0.41056099999999995,0.977474,0.022526000000000046,0.977474,0.022526000000000046,0.522526,0.47747399999999995,0.522526,0.47747399999999995,0.186865,0.8131349999999999,0.186865,0.8131349999999999,0.313135,0.6868650000000001,0.313135,0.6868650000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788,5.033788
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021,11.523021
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117,10.74117
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609,623.0356027127609
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0
12,30.0,0.181173,0.500729,0.849585,5.033788,11.523021,10.74117,90.0,90.0,90.0,623.0356027127609,56.0,0.0,3.710557995446308,5.786348747513851,7.069005567782607,3.3032896811956336,5.415101368248193,6.410816297742442,7.864151288212966,3.0809744625105075,5.162364542092592,5.432999572871742,6.989744441896567,2.8146046429938543,2.8448776695111184,5.020976759738359,5.228127074051982,3.68058633206199,3.7305108385221493,5.6798238348316294,4.264013988577793,4.413528824777374,5.193660238128662,1.996499340515155,3.5589055638005163,5.516576448581791,6.518246125449591,3.3983000552521196,4.959248401250568,1.9744573141528108,2.907759376250468,4.612444952217825,5.307249551586293,4.495378217449394,4.31415413104261,5.847610788584331,5.893875112978718,3.672870434332437,1.9694297327871866,6.3262741524327994,5.750271959121168,5.612014347065485,1.9737395856678406,7.39765302616916,5.4292365632793365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,30.0,0.818827,0.499271,0.15041499999999997,5.033788,11.523021,10.74117,90.0,90.0,90.0,623.0356027127609,56.0,3.710557995446308,0.0,7.069005567782606,5.78634874751385,5.415101368248193,3.303289681195634,7.864151288212966,6.41081629774244,5.162364542092593,3.080974462510509,6.989744441896566,5.432999572871743,2.8448776695111198,2.814604642993855,5.228127074051983,5.0209767597383586,3.730510838522149,3.68058633206199,4.264013988577792,5.6798238348316294,5.193660238128663,4.413528824777373,3.5589055638005154,1.9964993405151545,6.518246125449591,5.516576448581792,4.959248401250568,3.39830005525212,2.907759376250468,1.9744573141528106,5.307249551586293,4.612444952217824,4.314154131042611,4.495378217449395,5.893875112978718,5.847610788584332,1.969429732787187,3.672870434332437,5.750271959121168,6.326274152432799,1.973739585667842,5.612014347065484,5.4292365632793365,7.39765302616916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
